,id,length,cols,label,earliest_entry,latest_entry,timestamp_density,median_trip_distance,average_trip_distance
quarterly_simulation_2750.csv,2750,79784,428,private,2007-06-29 20:05:18,2009-06-29 15:34:10,791.4207610548481,3525.5,9572.035379812694
quarterly_simulation_2765.csv,2765,88588,428,private,2007-06-30 20:56:05,2009-06-30 21:24:34,712.9672641892807,5646.5,12934.879264214047
quarterly_simulation_278.csv,278,119099,428,commercial,2007-06-29 12:16:09,2009-06-30 10:50:04,530.9907387971351,5764.5,13945.006032547699
quarterly_simulation_2783.csv,2783,105198,428,commercial,2007-07-02 03:08:56,2009-06-30 08:37:55,598.9215479381737,984.0,1800.2726734485173
quarterly_simulation_280.csv,280,123828,428,commercial,2007-06-30 14:16:50,2009-06-30 12:04:14,509.99155279904386,2232.0,6744.17130841863
quarterly_simulation_2808.csv,2808,90630,428,private,2007-06-30 02:14:08,2009-06-30 14:05:38,697.3534370517489,2326.0,7380.880378834671
quarterly_simulation_2814.csv,2814,84770,428,private,2007-06-30 14:01:30,2009-06-30 18:00:08,745.2344933349062,3073.0,5448.322209165687
quarterly_simulation_2815.csv,2815,82175,428,private,2007-06-29 16:17:24,2009-06-30 08:57:58,769.3238819592333,3279.0,7094.150480256137
quarterly_simulation_2818.csv,2818,92215,428,private,2007-06-30 20:43:03,2009-06-30 18:34:50,684.8216016916988,1424.0,6549.953608247422
quarterly_simulation_2820.csv,2820,89335,428,private,2007-06-30 17:43:39,2009-06-30 17:40:56,706.9829070353165,1535.0,5733.0992495309565
quarterly_simulation_2832.csv,2832,91793,428,private,2007-06-30 11:28:00,2009-06-30 22:19:36,688.4796879936379,4535.0,12321.211948363854
quarterly_simulation_2845.csv,2845,88520,428,private,2007-06-30 23:03:02,2009-06-30 18:15:27,713.3061793944871,5633.0,8792.634215991693
quarterly_simulation_2855.csv,2855,91802,428,private,2007-06-30 17:46:20,2009-06-30 15:16:42,687.8961460534629,3796.0,11218.336541105307
quarterly_simulation_2863.csv,2863,77771,428,private,2007-06-30 18:04:53,2009-06-21 20:01:32,802.2065551426624,6722.0,11597.379884689302
quarterly_simulation_2868.csv,2868,144361,428,private,2007-07-01 14:58:08,2009-06-30 22:02:35,437.081891923719,2613.5,60822.23424657534
quarterly_simulation_287.csv,287,82805,428,private,2007-06-30 16:19:04,2009-06-20 22:57:34,752.5990701044623,5436.0,32585.70601336303
quarterly_simulation_2870.csv,2870,94987,428,private,2007-06-30 07:49:10,2009-06-30 17:13:44,665.2797119605841,19422.0,20976.213437115937
quarterly_simulation_2873.csv,2873,93990,428,private,2007-06-23 08:59:32,2009-06-30 18:07:05,678.7539206298543,5074.0,15880.273719008264
quarterly_simulation_2874.csv,2874,103258,428,commercial,2007-07-01 00:12:46,2009-06-30 07:33:17,611.0923221445312,14171.0,21626.809396249744
quarterly_simulation_2875.csv,2875,121386,428,commercial,2007-06-30 12:56:59,2009-06-30 10:16:25,520.2325391725569,3613.5,10049.979296959242
quarterly_simulation_2879.csv,2879,94845,428,private,2007-06-30 14:47:00,2009-06-29 08:27:20,664.7688333596922,4031.0,9341.688342245989
quarterly_simulation_288.csv,288,82786,428,private,2007-06-30 18:07:53,2009-06-30 18:44:06,762.9430096876283,3759.0,5373.594462141632
quarterly_simulation_2889.csv,2889,81326,428,private,2007-06-30 09:58:33,2009-06-30 21:54:28,777.1369795637312,9832.0,27319.13651137595
quarterly_simulation_289.csv,289,125017,428,commercial,2007-06-29 13:39:27,2009-06-30 12:12:13,505.85039634609694,7335.0,14773.057765734697
quarterly_simulation_2894.csv,2894,90108,428,commercial,2007-06-30 20:30:18,2009-06-30 20:53:42,700.9442668797443,1490.5,4993.869602176131
quarterly_simulation_290.csv,290,133027,428,commercial,2007-06-30 06:47:37,2009-06-30 09:26:53,474.85622467619356,6929.0,12853.057404926312
quarterly_simulation_2901.csv,2901,82295,428,private,2007-06-30 18:10:19,2009-06-30 19:22:53,767.5197156570873,3206.0,4434.290502793296
quarterly_simulation_2910.csv,2910,80923,428,private,2007-06-30 17:24:21,2009-06-30 16:36:46,780.4441753271628,4503.0,10959.701570680629
quarterly_simulation_2912.csv,2912,171292,428,commercial,2007-06-30 12:35:02,2009-06-30 23:59:31,368.96099642715365,14487.0,48671.90822457013
quarterly_simulation_2935.csv,2935,79709,428,private,2007-07-01 00:36:16,2009-06-29 09:47:22,790.6309952452044,77153.0,118662.04115226338
quarterly_simulation_2945.csv,2945,132988,428,private,2007-06-29 12:39:34,2009-06-30 11:16:01,475.5324766144314,7782.0,44230.89427987742
quarterly_simulation_295.csv,295,91466,428,private,2007-06-30 21:36:01,2009-06-29 14:01:20,689.2753372837994,4280.0,9140.53753685643
quarterly_simulation_2951.csv,2951,81526,428,private,2007-07-11 12:03:57,2009-06-30 15:37:47,763.2104236685229,9275.5,11786.154761904761
quarterly_simulation_2982.csv,2982,87000,428,private,2007-06-30 22:17:14,2009-06-30 13:18:31,725.5958965517241,3375.0,6265.505117125313
quarterly_simulation_2996.csv,2996,119102,428,commercial,2007-06-30 21:22:25,2009-06-30 18:39:02,530.2098369464828,7278.0,11044.81909730648
quarterly_simulation_3030.csv,3030,83797,428,private,2007-06-30 23:00:27,2009-06-30 16:06:35,753.4212561308877,8141.0,8928.710048201705
quarterly_simulation_3034.csv,3034,92376,428,private,2007-06-28 17:41:32,2009-06-30 18:33:58,685.6169784359574,10323.0,15023.007536827681
quarterly_simulation_3036.csv,3036,166363,428,commercial,2007-06-30 07:05:47,2009-06-30 17:55:51,379.879883147094,3026.5,36790.079012345675
quarterly_simulation_3047.csv,3047,147308,428,commercial,2007-06-30 06:58:01,2009-06-30 14:41:40,428.9403019523719,8901.0,29032.455012427505
quarterly_simulation_3093.csv,3093,71847,428,private,2007-06-30 19:11:06,2009-06-30 17:39:42,878.9949475969769,10072.0,15988.282744282744
quarterly_simulation_3094.csv,3094,87582,428,private,2007-06-30 17:54:58,2009-06-30 22:05:32,721.309584161129,10357.0,10687.491000947268
quarterly_simulation_3096.csv,3096,81744,428,private,2007-06-24 11:07:49,2009-06-30 21:58:17,779.4609879624193,2687.0,7358.579770992366
quarterly_simulation_3102.csv,3102,84542,428,private,2007-06-29 11:28:42,2009-06-30 17:49:38,748.3586146530719,5964.0,8240.270549084858
quarterly_simulation_3105.csv,3105,81690,428,private,2007-06-30 21:24:50,2009-06-30 09:59:03,772.6473619782103,2711.5,4530.927532176833
quarterly_simulation_3107.csv,3107,103538,428,commercial,2007-06-29 16:19:57,2009-06-30 08:28:13,610.569056771427,2791.0,6327.34332361516
quarterly_simulation_3111.csv,3111,147732,428,commercial,2007-06-30 09:16:35,2009-06-30 17:41:25,427.7305864673869,21735.5,25905.214987005485
quarterly_simulation_312.csv,312,95224,428,private,2007-07-01 12:42:31,2009-06-30 10:34:34,662.291680668739,5450.0,10645.205746874315
quarterly_simulation_3120.csv,3120,82121,428,private,2007-06-30 19:54:30,2009-06-30 13:52:58,768.8293859061629,5889.0,8902.117719442165
quarterly_simulation_3121.csv,3121,98422,428,private,2007-06-30 20:34:27,2009-06-30 16:49:42,641.5796061856089,4023.0,7271.349543131485
quarterly_simulation_3122.csv,3122,79916,428,private,2007-06-29 18:01:50,2009-06-30 17:44:26,791.3877821712798,1664.0,6214.401616161616
quarterly_simulation_3130.csv,3130,92298,428,private,2007-06-30 18:48:58,2009-06-30 17:16:40,684.2350213439078,3062.0,12694.480366867298
quarterly_simulation_3132.csv,3132,86852,428,private,2007-06-30 19:47:41,2009-06-25 05:45:52,721.6486666973702,6511.0,14053.232548533664
quarterly_simulation_3135.csv,3135,103529,428,private,2007-06-30 21:33:15,2009-06-02 11:25:52,586.3425899989375,7590.0,30851.65760677727
quarterly_simulation_3136.csv,3136,96866,428,private,2007-06-30 22:09:21,2009-06-30 17:29:26,651.8483678483678,8802.0,13092.386697602475
quarterly_simulation_3145.csv,3145,89082,428,private,2007-06-30 09:28:05,2009-06-30 17:26:24,709.3151702925395,3331.5,15769.97628458498
quarterly_simulation_3156.csv,3156,81855,428,private,2007-06-30 15:21:05,2009-06-30 17:46:30,771.7019119174149,3641.0,10188.004249291786
quarterly_simulation_3184.csv,3184,81978,428,private,2007-06-29 10:36:28,2009-06-30 17:01:28,771.7730610651638,2202.0,4692.281002998092
quarterly_simulation_3185.csv,3185,113814,428,commercial,2007-06-30 10:49:23,2009-06-30 10:36:47,554.9254133937828,1110.0,4549.537312306647
quarterly_simulation_3192.csv,3192,82829,428,private,2007-06-30 18:07:15,2009-06-30 23:11:44,762.7417208948557,4882.0,6695.608431810923
quarterly_simulation_3199.csv,3199,89566,428,private,2007-06-30 19:30:34,2009-06-30 15:19:34,705.0019650313735,2752.0,8012.350525543877
quarterly_simulation_3210.csv,3210,86471,428,private,2007-06-30 23:09:47,2009-06-30 17:17:25,730.1589087671011,4112.0,7506.51653587444
quarterly_simulation_3212.csv,3212,86997,428,private,2007-06-30 10:10:46,2009-06-30 18:45:16,726.3414140717496,8421.0,13958.215757575757
quarterly_simulation_3218.csv,3218,83918,428,private,2007-06-30 21:53:45,2009-06-30 18:04:15,752.460795061846,4610.0,7403.449843260188
quarterly_simulation_3226.csv,3226,90435,428,commercial,2007-06-29 17:34:57,2009-06-29 17:42:16,698.3959971250069,1286.0,5088.916563330381
quarterly_simulation_3230.csv,3230,87826,428,private,2007-06-29 23:00:37,2009-06-30 23:23:20,720.1401179605128,3929.0,6567.4195885928
quarterly_simulation_3231.csv,3231,83964,428,private,2007-06-30 17:31:00,2009-06-30 17:15:00,752.2066599971416,7595.0,10673.507787033683
quarterly_simulation_3236.csv,3236,80332,428,private,2007-06-30 17:54:34,2009-06-30 23:37:16,786.4772195389135,4835.0,9722.146589259797
quarterly_simulation_324.csv,324,104448,428,private,2007-06-30 19:45:16,2009-06-30 17:58:10,604.6344401041666,8727.0,31965.506094997898
quarterly_simulation_3241.csv,3241,83351,428,private,2007-06-30 17:00:39,2009-06-30 17:24:54,757.7679451956185,4875.0,5726.2826895565095
quarterly_simulation_3242.csv,3242,81141,428,private,2007-06-30 14:59:15,2009-06-30 16:16:09,778.4357969460568,4030.0,15127.766199064796
quarterly_simulation_3250.csv,3250,124685,428,commercial,2007-06-30 02:18:42,2009-06-30 12:17:24,506.8372298191442,10653.0,40954.0366277234
quarterly_simulation_3252.csv,3252,127101,428,commercial,2007-06-30 14:06:26,2009-06-30 23:59:08,497.1988890724699,5926.5,12049.82563580875
quarterly_simulation_3254.csv,3254,84346,428,private,2007-06-30 18:50:52,2009-06-29 18:10:05,747.7544993242121,2543.0,6930.773482245132
quarterly_simulation_3256.csv,3256,85911,428,private,2007-06-30 15:42:20,2009-06-30 11:06:18,734.9698874416547,3699.5,7973.758530942741
quarterly_simulation_3258.csv,3258,92853,428,commercial,2007-06-30 13:01:18,2009-06-30 13:01:38,680.2067999956921,731.0,1617.5870481657548
quarterly_simulation_3261.csv,3261,90638,428,commercial,2007-06-30 10:22:17,2009-06-30 10:48:31,696.8427922063594,1145.0,1890.6471081307627
quarterly_simulation_3267.csv,3267,84462,428,private,2007-06-30 12:40:02,2009-06-30 19:57:26,748.0872108166986,7584.0,13805.06386418755
quarterly_simulation_3278.csv,3278,83964,428,private,2007-06-30 16:46:29,2009-06-30 18:40:49,752.2994497641846,3438.0,4707.10848952591
quarterly_simulation_328.csv,328,88200,428,commercial,2007-06-30 08:58:20,2009-06-30 09:40:22,716.1113605442176,689.0,1675.3962173232142
quarterly_simulation_3285.csv,3285,106473,428,commercial,2007-06-30 08:58:44,2009-06-30 09:57:04,593.2205911357809,1125.5,2810.1825419803126
quarterly_simulation_3286.csv,3286,98591,428,private,2007-06-29 16:02:34,2009-06-30 16:57:09,641.5273300808391,4282.0,8683.902874638545
quarterly_simulation_3294.csv,3294,81557,428,private,2007-06-30 21:38:47,2009-06-30 10:16:12,773.910492048506,2856.0,6597.653040192374
quarterly_simulation_3302.csv,3302,85063,428,private,2007-06-30 10:13:50,2009-06-29 20:33:56,741.9121827351493,5609.5,18598.644186046513
quarterly_simulation_3303.csv,3303,88986,428,private,2007-06-30 06:24:43,2009-06-30 14:39:30,710.0937675589419,5547.0,13515.540124587762
quarterly_simulation_3314.csv,3314,93530,428,private,2007-06-30 23:12:06,2009-06-30 17:04:36,675.0403506896183,3114.5,4454.784784181335
quarterly_simulation_3315.csv,3315,84680,428,private,2007-06-30 20:26:14,2009-06-30 16:43:06,745.6924657534247,1052.0,2996.919246786167
quarterly_simulation_332.csv,332,104731,428,commercial,2007-06-30 09:18:31,2009-06-30 10:52:25,603.1139108764359,551.0,1721.077092940183
quarterly_simulation_3323.csv,3323,102270,428,private,2007-06-30 22:00:52,2009-06-30 18:40:01,617.4557250415567,8497.0,14694.28692980383
quarterly_simulation_333.csv,333,90780,428,private,2007-06-28 13:38:49,2009-06-28 00:20:57,695.2070830579423,6995.0,32394.535765379114
quarterly_simulation_3331.csv,3331,82946,428,private,2007-06-30 21:46:23,2009-06-30 22:21:09,761.4749716683143,4337.0,7098.432918848168
quarterly_simulation_3332.csv,3332,85373,428,private,2007-06-29 18:02:13,2009-06-16 06:30:09,726.1598280486805,1660.0,4963.480297090984
quarterly_simulation_3334.csv,3334,89295,428,private,2007-06-30 10:32:03,2009-06-30 10:57:58,707.3266364298113,8853.5,10817.380264741276
quarterly_simulation_3340.csv,3340,78200,428,private,2007-06-21 10:41:36,2009-06-26 12:01:22,813.2402813299233,3441.0,5267.325613079019
quarterly_simulation_3342.csv,3342,100279,428,private,2007-06-30 22:36:00,2009-06-30 19:30:56,629.7214371902393,1375.0,8866.073854994085
quarterly_simulation_3350.csv,3350,90708,428,private,2007-06-30 22:28:26,2009-06-30 20:28:53,696.2045354323764,13638.0,13876.427059212703
quarterly_simulation_3359.csv,3359,84244,428,private,2007-06-30 08:59:21,2009-06-28 18:01:33,748.0434333602393,8073.0,16969.63391252247
quarterly_simulation_3398.csv,3398,117175,428,commercial,2007-07-02 02:07:25,2009-06-30 10:32:14,537.7968337956048,529.0,4448.171260565969
quarterly_simulation_3404.csv,3404,93993,428,private,2007-06-30 21:10:31,2009-06-30 14:29:44,671.6949347291819,4198.0,9671.010561797753
quarterly_simulation_3412.csv,3412,84403,428,private,2007-06-30 23:58:51,2009-06-30 08:46:40,747.6480456855799,3759.0,9493.169043478261
quarterly_simulation_3423.csv,3423,98407,428,private,2007-06-30 22:38:20,2009-06-30 18:59:38,641.6787220421312,3386.0,14344.616810563737
quarterly_simulation_3424.csv,3424,83330,428,private,2007-06-30 12:54:18,2009-06-30 10:14:39,757.8202688107524,3095.0,10817.584437793928
quarterly_simulation_3430.csv,3430,85774,428,private,2007-06-30 18:47:06,2009-06-30 16:58:43,736.2682281343997,2690.0,5975.997114691031
quarterly_simulation_3438.csv,3438,91303,428,private,2007-06-30 15:50:58,2009-06-20 10:58:23,682.0957361751531,6206.5,17037.276512175962
quarterly_simulation_3439.csv,3439,104827,428,private,2007-06-30 22:08:29,2009-06-30 10:36:42,602.1090367939557,7155.0,23217.784357901513
quarterly_simulation_344.csv,344,84606,428,private,2007-06-28 14:50:20,2009-06-28 07:41:29,746.2029761482637,4127.0,18706.839365079366
quarterly_simulation_3440.csv,3440,85657,428,private,2007-06-30 23:20:38,2009-06-30 21:46:37,737.281494799024,5117.0,8731.596914175507
quarterly_simulation_3448.csv,3448,86274,428,private,2007-06-30 20:17:19,2009-06-30 11:12:55,731.6978116234324,2551.0,13174.001708671507
quarterly_simulation_3450.csv,3450,90045,428,private,2007-06-28 23:52:36,2009-06-30 15:01:58,702.9796879338109,2801.5,16240.16125
quarterly_simulation_3452.csv,3452,165677,428,commercial,2007-06-29 16:22:16,2009-06-30 17:40:56,381.766835469015,6009.5,54180.57070949185
quarterly_simulation_3453.csv,3453,130495,428,commercial,2007-06-30 14:16:25,2009-06-30 11:26:21,483.9190083911261,870.5,7110.9550714285715
quarterly_simulation_3454.csv,3454,129916,428,commercial,2007-06-20 12:11:12,2009-06-30 11:26:59,492.779757689584,2322.5,44745.93262839879
quarterly_simulation_3456.csv,3456,156126,428,commercial,2007-07-02 11:24:57,2009-06-30 10:24:07,403.40656264811753,8780.5,31042.99700199867
quarterly_simulation_3460.csv,3460,86032,428,private,2007-06-30 15:27:42,2009-06-30 21:13:43,734.3697577645527,4629.0,10505.095418532552
quarterly_simulation_3475.csv,3475,90217,428,private,2007-06-30 16:20:22,2009-06-30 19:44:13,700.2140283981954,6810.0,9252.823178313853
quarterly_simulation_3476.csv,3476,72754,428,commercial,2007-06-30 18:49:01,2009-06-29 09:50:44,866.486543695192,3117.0,5540.574432296047
quarterly_simulation_3483.csv,3483,143051,428,commercial,2007-06-27 18:39:29,2009-06-24 15:06:26,439.610684301403,8802.0,48134.65405717586
quarterly_simulation_3484.csv,3484,74741,428,commercial,2007-07-01 00:19:34,2009-06-30 17:14:46,844.7124336040459,1327.0,4939.162736217398
quarterly_simulation_3487.csv,3487,95642,428,private,2007-06-29 20:01:15,2009-06-29 20:01:15,660.3712281215365,4379.0,28404.091784989858
quarterly_simulation_3488.csv,3488,104331,428,commercial,2007-06-30 19:04:44,2009-06-30 16:15:13,605.2740316876096,5576.0,17740.408494208496
quarterly_simulation_3495.csv,3495,107954,428,commercial,2007-06-30 23:27:33,2009-06-30 16:40:19,584.8242121644404,8903.5,16515.302013422817
quarterly_simulation_3497.csv,3497,88570,428,commercial,2007-06-30 09:55:44,2009-06-27 08:30:45,710.1090324037484,1146.0,1878.8757183098592
quarterly_simulation_3505.csv,3505,80980,428,private,2007-06-30 21:49:06,2009-06-30 14:15:35,779.5979624598666,4041.5,5721.892286309938
quarterly_simulation_3507.csv,3507,86844,428,commercial,2007-06-30 07:39:42,2009-06-30 15:26:35,727.5889065450693,5528.0,13168.378098676294
quarterly_simulation_3526.csv,3526,85710,428,private,2007-06-30 17:48:58,2009-06-30 23:23:15,737.1265779955664,3865.5,6262.1871301775145
quarterly_simulation_3530.csv,3530,92093,428,private,2007-06-26 17:25:24,2009-06-30 17:49:08,689.5822700965329,1558.5,10349.083872707659
quarterly_simulation_3541.csv,3541,81831,428,private,2007-06-30 23:03:47,2009-05-11 21:30:16,718.9630091285699,2418.0,8083.694289508632
quarterly_simulation_3542.csv,3542,90396,428,private,2007-06-30 16:08:31,2009-06-30 17:07:45,698.72940174344,5180.0,10644.869786096257
quarterly_simulation_357.csv,357,110418,428,commercial,2007-06-30 09:19:12,2009-06-30 10:25:15,572.0354561756235,634.0,1488.1488025545502
quarterly_simulation_3588.csv,3588,143353,428,commercial,2007-06-30 08:55:13,2009-06-30 09:46:48,440.60314049932686,868.0,4927.253139425225
quarterly_simulation_3592.csv,3592,82239,428,private,2007-06-27 11:27:12,2009-06-30 17:05:18,771.3864954583591,4758.0,8869.519778817525
quarterly_simulation_3593.csv,3593,75952,428,private,2007-06-29 17:17:08,2009-06-30 20:55:47,832.8772250895303,2197.0,3891.366807610994
quarterly_simulation_3597.csv,3597,186259,428,commercial,2007-06-30 17:11:56,2009-06-30 19:25:25,339.1331049774776,36711.0,45925.095819714435
quarterly_simulation_366.csv,366,101574,428,commercial,2007-06-30 11:54:40,2009-06-30 11:05:04,621.7707681099494,760.0,1911.354928175224
quarterly_simulation_3662.csv,3662,80209,428,commercial,2007-06-29 16:22:08,2009-05-24 09:37:40,748.3474921766884,14839.0,19967.017059708982
quarterly_simulation_3663.csv,3663,81941,428,private,2007-06-30 17:09:42,2009-06-29 15:20:34,769.6485275991262,5534.0,8229.058451816745
quarterly_simulation_3665.csv,3665,122820,428,commercial,2007-06-30 08:07:58,2009-06-30 23:50:50,514.6995114802149,2978.0,5488.563496790418
quarterly_simulation_3667.csv,3667,142924,428,commercial,2007-06-30 09:05:00,2009-06-30 15:01:31,442.05585485992555,15987.5,43866.52813163482
quarterly_simulation_3676.csv,3676,92349,428,private,2007-06-30 12:28:46,2009-06-30 16:16:53,684.0589611149011,2811.5,6400.083128726763
quarterly_simulation_3687.csv,3687,155755,428,commercial,2007-06-29 12:11:19,2009-06-30 11:51:03,406.0467079708517,12617.0,34669.75231437748
quarterly_simulation_3692.csv,3692,111834,428,commercial,2007-06-29 20:08:44,2009-06-30 08:23:59,565.1491585743155,11885.0,32692.223589001445
quarterly_simulation_3695.csv,3695,119620,428,commercial,2007-06-30 18:54:42,2009-06-30 16:44:42,527.9294265173048,8466.0,11593.20597539543
quarterly_simulation_3696.csv,3696,145506,428,commercial,2007-06-29 14:23:15,2009-06-04 10:28:37,419.1217338116641,5525.0,36512.5342290467
quarterly_simulation_3697.csv,3697,128604,428,commercial,2007-06-29 12:06:12,2009-06-30 13:38:47,491.826716120805,11109.0,21145.088877688173
quarterly_simulation_3700.csv,3700,141898,428,commercial,2007-06-30 10:28:00,2009-06-30 16:17:40,445.2458808439865,9094.0,33492.52832645974
quarterly_simulation_3702.csv,3702,134495,428,commercial,2007-06-29 15:12:53,2009-06-30 15:06:03,470.23693817614037,7040.0,32973.01083117495
quarterly_simulation_3703.csv,3703,138094,428,commercial,2007-06-29 15:45:39,2009-06-15 11:55:21,448.5049531478558,11997.0,23890.06936510527
quarterly_simulation_3714.csv,3714,97440,428,private,2007-06-30 19:35:24,2009-06-30 10:16:46,647.8392651888341,3879.0,7543.791976706568
quarterly_simulation_3716.csv,3716,98273,428,commercial,2007-06-29 21:49:02,2009-06-30 11:08:27,643.177912549734,15030.5,29814.704587155964
quarterly_simulation_372.csv,372,82614,428,private,2007-06-30 19:06:33,2009-06-29 16:55:06,763.3648049967318,2419.0,7670.689749742886
quarterly_simulation_3728.csv,3728,80306,428,private,2007-06-30 07:37:35,2009-06-19 10:55:41,774.790563594252,11123.0,10605.100048804296
quarterly_simulation_3730.csv,3730,82399,428,private,2007-06-29 16:59:48,2009-06-30 14:39:18,767.4411339943446,4601.0,11404.070141256698
quarterly_simulation_3734.csv,3734,97207,428,commercial,2007-06-29 15:41:05,2009-06-29 09:59:28,649.5225446727087,14815.0,26273.06821148825
quarterly_simulation_3742.csv,3742,79247,428,private,2007-06-30 20:15:52,2009-06-30 18:51:47,796.9286282130554,6740.0,19541.408091468777
quarterly_simulation_3750.csv,3750,91018,428,commercial,2007-09-20 04:11:46,2009-06-30 15:25:15,616.517644861456,9550.0,20309.353634577605
quarterly_simulation_3767.csv,3767,85694,428,private,2007-06-14 18:09:07,2009-06-30 21:57:22,753.3181786356105,3091.0,7489.399321615788
quarterly_simulation_3769.csv,3769,123113,428,commercial,2007-06-30 09:00:31,2009-06-30 13:49:07,513.1593332954278,2833.0,4662.852973568282
quarterly_simulation_3779.csv,3779,85062,428,private,2007-06-15 16:23:01,2009-06-29 16:01:17,756.7082245891232,13763.0,27066.09044715447
quarterly_simulation_383.csv,383,129875,428,commercial,2007-06-30 13:00:07,2009-06-30 12:03:46,486.28228681424446,955.0,4919.367976011994
quarterly_simulation_384.csv,384,81020,428,private,2007-06-30 22:00:37,2009-06-30 06:28:47,778.8614292767218,3413.5,5629.418467583497
quarterly_simulation_390.csv,390,98449,428,commercial,2007-06-30 08:39:58,2009-06-30 09:10:23,641.5558004652155,570.0,1505.84787726893
quarterly_simulation_395.csv,395,117657,428,commercial,2007-06-30 10:35:56,2009-06-30 11:59:25,536.8482368239884,901.0,1914.1853296546476
quarterly_simulation_398.csv,398,104909,428,commercial,2007-06-30 09:35:38,2009-06-30 10:42:51,602.0741309134584,877.0,1520.9261963190183
quarterly_simulation_4014.csv,4014,110335,428,private,2007-06-30 22:16:27,2009-06-30 10:46:43,572.0562740744098,4599.0,10836.569357877954
quarterly_simulation_4023.csv,4023,80072,428,private,2007-06-29 13:06:40,2009-06-30 15:28:12,789.9614347087621,2598.0,3247.0335792419232
quarterly_simulation_403.csv,403,85660,428,private,2007-06-30 09:17:35,2009-06-30 17:50:13,737.6827340649078,2249.0,2770.8244758654314
quarterly_simulation_4040.csv,4040,100577,428,private,2007-06-29 16:34:53,2009-06-30 14:32:17,628.7526074549847,4716.0,11726.584426229509
quarterly_simulation_4046.csv,4046,86776,428,private,2007-06-30 13:14:56,2009-06-30 18:23:16,728.0458191204941,3702.5,5673.694736842105
quarterly_simulation_4052.csv,4052,85482,428,private,2007-06-28 10:34:21,2009-06-22 08:12:00,732.693409138766,3191.0,7173.815712383489
quarterly_simulation_406.csv,406,90544,428,private,2007-06-30 18:08:02,2009-06-27 21:55:27,694.8363558049125,2770.0,9705.133895624671
quarterly_simulation_4067.csv,4067,94345,428,private,2007-06-30 23:20:46,2009-06-30 18:15:06,669.2523610154221,5264.0,12143.937582650093
quarterly_simulation_4073.csv,4073,82167,428,private,2007-06-24 16:55:06,2009-06-27 15:15:30,771.7443499215013,4397.5,6374.163684559311
quarterly_simulation_4093.csv,4093,88977,428,private,2007-06-29 17:04:31,2009-06-30 16:37:59,710.7885970531711,6676.0,14242.973736569837
quarterly_simulation_4094.csv,4094,91814,428,private,2007-06-30 22:31:18,2009-06-30 17:14:18,687.6968871849609,4692.0,6946.904170528267
quarterly_simulation_4095.csv,4095,93806,428,private,2007-06-25 20:10:30,2009-06-30 17:27:26,677.7912500266508,3055.5,6600.55737704918
quarterly_simulation_4226.csv,4226,88453,428,private,2007-06-30 20:55:28,2009-06-30 17:29:17,713.8966569816739,2270.0,6277.232441088996
quarterly_simulation_4239.csv,4239,84852,428,private,2007-06-30 16:17:55,2009-06-30 11:55:28,744.1589826992881,19348.0,17133.741729541496
quarterly_simulation_4260.csv,4260,87316,428,private,2007-06-30 15:29:57,2009-06-30 15:52:14,723.3466947638462,12716.0,14143.535802469136
quarterly_simulation_4264.csv,4264,95668,428,private,2007-06-30 23:24:58,2009-06-30 18:19:59,659.9950140067734,7819.0,11330.067454455933
quarterly_simulation_4276.csv,4276,89993,428,private,2007-06-30 18:03:39,2009-06-30 17:23:59,701.7957063327148,1997.0,5129.155492658765
quarterly_simulation_4284.csv,4284,83011,428,private,2007-06-29 16:16:59,2009-06-26 09:39:39,757.4434833937671,7661.5,20548.137777777778
quarterly_simulation_4287.csv,4287,91058,428,private,2007-06-30 22:34:17,2009-06-27 13:03:19,690.3905752377606,2736.5,10110.540760869566
quarterly_simulation_4294.csv,4294,78510,428,private,2007-06-30 23:37:15,2009-06-30 17:49:05,804.2029677748058,4563.0,8222.26804597701
quarterly_simulation_4298.csv,4298,80333,428,private,2007-06-30 10:55:28,2009-06-30 10:08:32,786.1757434678152,2350.0,3967.7177397446344
quarterly_simulation_4303.csv,4303,97747,428,private,2007-06-30 08:16:22,2009-06-28 18:18:06,644.7514706333699,6468.0,12242.864066466651
quarterly_simulation_4331.csv,4331,82068,428,private,2007-06-30 17:32:50,2009-06-30 16:25:06,769.5455719647122,2855.0,10756.961032635169
quarterly_simulation_4338.csv,4338,83491,428,private,2007-06-30 23:44:15,2009-06-30 15:18:14,756.1064545879196,6511.0,13659.697080291971
quarterly_simulation_4340.csv,4340,88709,428,private,2007-06-30 14:48:24,2009-06-30 13:15:22,711.9177760993812,2216.5,8001.786926147704
quarterly_simulation_4350.csv,4350,91454,428,private,2007-06-29 16:13:23,2009-06-30 16:04:59,691.5432129813895,8030.5,13747.151147540984
quarterly_simulation_4362.csv,4362,83680,428,private,2007-06-30 19:24:12,2009-06-30 13:16:01,754.5011591778202,3985.5,7175.079629629629
quarterly_simulation_4377.csv,4377,91042,428,private,2007-06-30 20:42:01,2009-06-30 20:31:55,693.7234792733025,7008.0,10522.843818380745
quarterly_simulation_441.csv,441,108865,428,commercial,2007-06-30 08:57:57,2009-06-30 17:37:01,580.4406099297295,10320.0,19744.76841036059
quarterly_simulation_4411.csv,4411,76314,428,private,2007-06-30 10:06:57,2009-06-26 09:22:41,823.0551012920303,7682.5,13121.89458955224
quarterly_simulation_4413.csv,4413,104529,428,private,2007-06-30 23:32:00,2009-06-30 16:45:20,603.9929588917907,7557.0,36208.83357951748
