,id,total_timestamps,driving,timestamps_no_capa,percentage,average priority,median priority,average soc,median soc,recharge sum,consumption sum,time plugged in,color
0,0,67200,5343,567,10.61,4.71,5.0,87.01,100.0,5735.935213677965,8119.412722598023,59710,tab:blue
1,1,67200,5247,395,7.53,4.37,5.0,94.08,100.0,4616.4089748638025,6096.247095824832,59526,tab:blue
2,2,67200,4780,376,7.87,4.46,5.0,92.21,100.0,4361.007703446434,6056.803563099471,60303,tab:blue
3,3,67200,4802,462,9.62,4.45,5.0,92.62,100.0,4194.288697072719,5951.87331547854,60213,tab:blue
4,4,65856,4717,391,8.29,4.45,5.0,92.14,100.0,3982.363205458179,5226.890639654493,58856,tab:blue
5,5,67200,5163,572,11.08,4.59,5.0,89.6,100.0,5108.164212256862,7124.723765933911,59925,tab:blue
6,6,67200,5550,768,13.84,4.52,5.0,90.43,100.0,5508.9399881124855,7349.740720667251,59374,tab:blue
7,7,67200,4483,231,5.15,4.49,5.0,92.91,100.0,4803.1706370630045,5928.482448685831,60741,tab:blue
8,8,67200,4653,407,8.75,4.6,5.0,91.16,100.0,4544.434802339522,6211.995939493082,60536,tab:blue
9,9,67200,5015,558,11.13,4.65,5.0,89.64,100.0,5620.366912630457,8201.837786260558,60089,tab:blue
10,10,67200,5419,466,8.6,4.65,5.0,88.54,100.0,6117.40975168889,8194.421709469148,59541,tab:blue
11,11,67200,5226,415,7.94,4.52,5.0,91.9,100.0,5217.163808337526,7040.208567285686,59634,tab:blue
12,12,67200,5137,531,10.34,4.56,5.0,90.47,100.0,5157.567113228351,7196.8675616095825,59964,tab:blue
13,13,67200,5292,323,6.1,4.5,5.0,91.02,100.0,5483.203793954209,6988.227110195573,59654,tab:blue
14,14,67200,5563,568,10.21,4.61,5.0,90.04,100.0,5923.40536372916,8091.079371849574,59351,tab:blue
15,15,67200,5307,757,14.26,4.6,5.0,88.01,100.0,4878.903525746413,7547.8285055320575,59612,tab:blue
16,16,67200,4745,422,8.89,4.46,5.0,92.57,100.0,4785.458451363541,6554.125171986919,60347,tab:blue
17,17,67200,5276,373,7.07,4.4,5.0,92.88,100.0,4322.548249848679,5568.380918440412,59540,tab:blue
18,18,67200,4937,256,5.19,4.4,5.0,93.78,100.0,4513.645410734887,5814.509758620164,59971,tab:blue
19,19,65856,4371,171,3.91,4.32,5.0,95.07,100.0,3398.2827733250997,4232.652692881429,59180,tab:blue
20,20,67200,4644,302,6.5,4.6,5.0,91.8,100.0,4785.589655862875,5914.20017953714,60510,tab:blue
21,21,67200,4956,302,6.09,4.54,5.0,90.84,100.0,5065.43277530943,6581.2888976438,60098,tab:blue
22,22,67200,5123,492,9.6,4.45,5.0,92.69,100.0,4700.277634921965,6511.691293685731,59849,tab:blue
23,23,67200,5670,670,11.82,4.56,5.0,90.93,100.0,4797.497777630873,6471.469411951323,59058,tab:blue
24,24,67200,4882,562,11.51,4.5,5.0,91.91,100.0,4810.323327421602,6746.99779251161,60178,tab:blue
25,25,67200,5106,394,7.72,4.58,5.0,89.87,100.0,6098.966124643147,7917.336532497847,59939,tab:blue
26,26,67200,5429,448,8.25,4.6,5.0,90.5,100.0,6191.603885950664,7869.524042788765,59632,tab:blue
27,27,67200,4942,483,9.77,4.6,5.0,88.72,100.0,5319.332779046034,7407.326035352306,60270,tab:blue
28,28,67200,4376,295,6.74,4.59,5.0,90.51,100.0,4642.43530044307,6241.790433643852,61006,tab:blue
29,29,67200,5268,661,12.55,4.59,5.0,88.89,100.0,5039.993451583939,7347.3020152530125,59651,tab:blue
