timestamp,average,percentile_5,percentile_95
2008-07-13 00:00:00,0.0,0.0,0.0
2008-07-13 00:15:00,0.0,0.0,0.0
2008-07-13 00:30:00,0.21450661344059577,0.0,1.2474373337962077
2008-07-13 00:45:00,1.1491071560676736,0.0,7.288473303456778
2008-07-13 01:00:00,1.739659069536561,0.0,9.9
2008-07-13 01:15:00,1.9467168936438606,0.0,9.9
2008-07-13 01:30:00,1.480941371143422,0.0,9.9
2008-07-13 01:45:00,0.33445336988988855,0.0,3.3445336988988856
2008-07-13 02:00:00,0.66,0.0,5.444999999999972
2008-07-13 02:15:00,0.16668563580580173,0.0,1.3751564953978572
2008-07-13 02:30:00,1.328105941777225,0.0,9.9
2008-07-13 02:45:00,2.0466993760724934,0.0,9.9
2008-07-13 03:00:00,1.536000000000001,0.0,9.9
2008-07-13 03:15:00,2.7065104308066976,0.0,12.707807369436821
2008-07-13 03:30:00,2.1959999999999997,0.0,9.9
2008-07-13 03:45:00,1.9440618766029942,0.0,9.9
2008-07-13 04:00:00,1.6711298516752964,0.0,10.113031831655091
2008-07-13 04:15:00,1.4080989605643783,0.0,6.534883081447974
2008-07-13 04:30:00,0.868079254771168,0.0,7.086324562942845
2008-07-13 04:45:00,0.21600000000000003,0.0,0.0
2008-07-13 05:00:00,1.4844948997906933,0.0,9.9
2008-07-13 05:15:00,1.8660000000000003,0.0,9.9
2008-07-13 05:30:00,3.186,0.0,9.9
2008-07-13 05:45:00,2.8928267191996655,0.0,15.17828272587023
2008-07-13 06:00:00,3.0605779261284,0.0,13.463999999999983
2008-07-13 06:15:00,2.9580000000000006,0.0,13.463999999999983
2008-07-13 06:30:00,3.8631880043330664,0.0,19.8
2008-07-13 06:45:00,3.926682689302526,0.0,19.8
2008-07-13 07:00:00,5.19261686971629,0.0,19.63288056502007
2008-07-13 07:15:00,3.9800828145522766,0.0,18.545676301508074
2008-07-13 07:30:00,3.8813905500223385,0.0,19.426420024073174
2008-07-13 07:45:00,3.8219235629033297,0.0,18.260999999999992
2008-07-13 08:00:00,4.975359192677107,0.0,19.354001240378864
2008-07-13 08:15:00,3.0046807043276957,0.0,12.236593779509942
2008-07-13 08:30:00,5.180981390820597,0.0,17.75208638079037
2008-07-13 08:45:00,9.724344790062236,0.045364231435178086,19.8
2008-07-13 09:00:00,7.7359605162294995,0.0,17.347323344107814
2008-07-13 09:15:00,7.463342660003547,0.0,17.914831648859323
2008-07-13 09:30:00,8.26705626518261,0.0,21.93316343599258
2008-07-13 09:45:00,7.312142748920582,0.0,19.8
2008-07-13 10:00:00,9.750855987735523,0.0,29.700000000000003
2008-07-13 10:15:00,13.261426419969773,0.0,31.408347455545062
2008-07-13 10:30:00,13.13533153774765,0.0,33.58410824266382
2008-07-13 10:45:00,12.311155727712098,0.0,28.933748862635106
2008-07-13 11:00:00,12.975353513165588,0.0,34.01630710421584
2008-07-13 11:15:00,13.129838336030494,0.0,28.43259248417102
2008-07-13 11:30:00,12.017014772337602,0.0,28.89964708921396
2008-07-13 11:45:00,10.54339292102028,0.0,26.145336288885005
2008-07-13 12:00:00,9.330264856019905,0.0,25.208135918306457
2008-07-13 12:15:00,11.049926983145808,0.0,27.25289761095288
2008-07-13 12:30:00,8.873602875678188,0.0,21.518459930995242
2008-07-13 12:45:00,8.987441204231974,0.0,23.823577079899096
2008-07-13 13:00:00,8.67002687577399,0.0,24.762677180157137
2008-07-13 13:15:00,7.5240600865630585,0.0,18.260999999999992
2008-07-13 13:30:00,9.258212782182698,0.0,26.260254005303487
2008-07-13 13:45:00,6.391611422503394,0.0,19.616864331927005
2008-07-13 14:00:00,6.14548245671195,0.0,19.28361882012793
2008-07-13 14:15:00,4.068404560878001,0.0,14.840999999999992
2008-07-13 14:30:00,6.438005776194464,0.0,18.63547780290096
2008-07-13 14:45:00,10.218867315248016,0.0,26.347130468777976
2008-07-13 15:00:00,11.33336320849804,0.0,31.37093998555732
2008-07-13 15:15:00,13.806012190057064,0.0,37.962
2008-07-13 15:30:00,17.24527555019421,0.0,37.98
2008-07-13 15:45:00,17.51207710512392,0.0,41.10795348813435
2008-07-13 16:00:00,16.18316201988178,0.0,41.78118183832981
2008-07-13 16:15:00,16.465070429599773,1.389845893591298,33.393167390509895
2008-07-13 16:30:00,20.924870888690066,1.5748198127263273,41.54159781713612
2008-07-13 16:45:00,20.78371339644609,0.31248453309298024,39.6
2008-07-13 17:00:00,22.938835560188085,0.14858857910621884,44.96033033515461
2008-07-13 17:15:00,24.722584452201893,2.9160000000000013,48.58141479449953
2008-07-13 17:30:00,23.91962977429272,0.32795057949830997,45.72080148586351
2008-07-13 17:45:00,26.35736923560792,2.9160000000000013,46.923290413714575
2008-07-13 18:00:00,27.501503288081782,9.9,46.15278321206348
2008-07-13 18:15:00,26.589474007006633,13.041000000000013,45.888630718259144
2008-07-13 18:30:00,28.41855909617087,8.019000000000002,47.454570748750434
2008-07-13 18:45:00,27.529455023310202,8.019000000000002,51.20093831724141
2008-07-13 19:00:00,28.525308063357613,4.698,55.1872943167422
2008-07-13 19:15:00,27.034838204663654,8.595216265676314,46.784197735212
2008-07-13 19:30:00,26.883484201588796,7.057999999999968,49.25840430522749
2008-07-13 19:45:00,24.836532187458577,3.4437374730315033,48.43280651218677
2008-07-13 20:00:00,26.06985790736263,4.080863797698302,45.69952007908896
2008-07-13 20:15:00,29.158266029816623,3.5836028205033186,54.657595720163464
2008-07-13 20:30:00,29.79835251428615,6.709759825374344,56.33117346804891
2008-07-13 20:45:00,29.991414417267954,8.253879683813397,52.547277900512185
